film_id,titulo_pelicula,actor_id,actor_full_name,total_actores_en_pelicula,total_peliculas_del_actor,categoria_reparto,nivel_protagonismo
491,Jumping Wrath,122,Salma Nolte,8,25,Elenco Estándar,Actor Promedio
492,Jungle Closer,116,Dan Streep,6,24,Elenco Estándar,Actor Promedio
492,Jungle Closer,184,Humphrey Garland,6,29,Elenco Estándar,Actor Promedio
492,Jungle Closer,189,Cuba Birch,6,24,Elenco Estándar,Actor Promedio
492,Jungle Closer,75,Burt Posey,6,24,Elenco Estándar,Actor Promedio
492,Jungle Closer,20,Lucille Tracy,6,30,Elenco Estándar,Actor Promedio
492,Jungle Closer,53,Mena Temple,6,30,Elenco Estándar,Actor Promedio
493,Kane Exorcist,91,Christopher Berry,5,20,Elenco Estándar,Actor Promedio
493,Kane Exorcist,36,Burt Dukakis,5,29,Elenco Estándar,Actor Promedio
493,Kane Exorcist,60,Henry Berry,5,35,Elenco Estándar,Actor Muy Prolífico
493,Kane Exorcist,34,Audrey Olivier,5,25,Elenco Estándar,Actor Promedio
493,Kane Exorcist,172,Groucho Williams,5,25,Elenco Estándar,Actor Promedio
494,Karate Moon,145,Kim Allen,8,28,Elenco Estándar,Actor Promedio
494,Karate Moon,101,Susan Davis,8,33,Elenco Estándar,Actor Muy Prolífico
494,Karate Moon,185,Michael Bolger,8,30,Elenco Estándar,Actor Promedio
494,Karate Moon,123,Julianne Dench,8,32,Elenco Estándar,Actor Muy Prolífico
494,Karate Moon,142,Jada Ryder,8,31,Elenco Estándar,Actor Muy Prolífico
494,Karate Moon,131,Jane Jackman,8,25,Elenco Estándar,Actor Promedio
494,Karate Moon,40,Johnny Cage,8,29,Elenco Estándar,Actor Promedio
494,Karate Moon,195,Jayne Silverstone,8,27,Elenco Estándar,Actor Promedio
495,Kentuckian Giant,108,Warren Nolte,4,34,Elenco Estándar,Actor Muy Prolífico
495,Kentuckian Giant,183,Russell Close,4,19,Elenco Estándar,Actor Promedio
495,Kentuckian Giant,14,Vivien Bergen,4,30,Elenco Estándar,Actor Promedio
495,Kentuckian Giant,22,Elvis Marx,4,26,Elenco Estándar,Actor Promedio
496,Kick Savannah,67,Jessica Bailey,6,23,Elenco Estándar,Actor Promedio
496,Kick Savannah,65,Angela Hudson,6,34,Elenco Estándar,Actor Muy Prolífico
496,Kick Savannah,157,Greta Malden,6,32,Elenco Estándar,Actor Muy Prolífico
496,Kick Savannah,173,Alan Dreyfuss,6,27,Elenco Estándar,Actor Promedio
496,Kick Savannah,167,Laurence Bullock,6,26,Elenco Estándar,Actor Promedio
496,Kick Savannah,174,Michael Bening,6,24,Elenco Estándar,Actor Promedio
497,Kill Brotherhood,125,Albert Nolte,5,31,Elenco Estándar,Actor Muy Prolífico
497,Kill Brotherhood,143,River Dean,5,31,Elenco Estándar,Actor Muy Prolífico
497,Kill Brotherhood,82,Woody Jolie,5,31,Elenco Estándar,Actor Muy Prolífico
497,Kill Brotherhood,68,Rip Winslet,5,30,Elenco Estándar,Actor Promedio
497,Kill Brotherhood,21,Kirsten Paltrow,5,27,Elenco Estándar,Actor Promedio
498,Killer Innocent,95,Daryl Wahlberg,5,31,Elenco Estándar,Actor Muy Prolífico
498,Killer Innocent,75,Burt Posey,5,24,Elenco Estándar,Actor Promedio
498,Killer Innocent,76,Angelina Astaire,5,31,Elenco Estándar,Actor Muy Prolífico
498,Killer Innocent,194,Meryl Allen,5,22,Elenco Estándar,Actor Promedio
498,Killer Innocent,140,Whoopi Hurt,5,32,Elenco Estándar,Actor Muy Prolífico
499,King Evolution,118,Cuba Allen,6,25,Elenco Estándar,Actor Promedio
499,King Evolution,187,Renee Ball,6,33,Elenco Estándar,Actor Muy Prolífico
499,King Evolution,36,Burt Dukakis,6,29,Elenco Estándar,Actor Promedio
499,King Evolution,1,Penelope Guiness,6,19,Elenco Estándar,Actor Promedio
499,King Evolution,20,Lucille Tracy,6,30,Elenco Estándar,Actor Promedio
499,King Evolution,198,Mary Keitel,6,40,Elenco Estándar,Actor Muy Prolífico
500,Kiss Glory,162,Oprah Kilmer,7,25,Elenco Estándar,Actor Promedio
500,Kiss Glory,184,Humphrey Garland,7,29,Elenco Estándar,Actor Promedio
500,Kiss Glory,106,Groucho Dunst,7,35,Elenco Estándar,Actor Muy Prolífico
500,Kiss Glory,17,Helen Voight,7,32,Elenco Estándar,Actor Muy Prolífico
500,Kiss Glory,27,Julia Mcqueen,7,33,Elenco Estándar,Actor Muy Prolífico
500,Kiss Glory,15,Cuba Olivier,7,28,Elenco Estándar,Actor Promedio
500,Kiss Glory,42,Tom Miranda,7,27,Elenco Estándar,Actor Promedio
501,Kissing Dolls,38,Tom Mckellen,3,25,Elenco Estándar,Actor Promedio
501,Kissing Dolls,142,Jada Ryder,3,31,Elenco Estándar,Actor Muy Prolífico
501,Kissing Dolls,151,Geoffrey Heston,3,26,Elenco Estándar,Actor Promedio
502,Knock Warlock,28,Woody Hoffman,6,31,Elenco Estándar,Actor Muy Prolífico
502,Knock Warlock,45,Reese Kilmer,6,32,Elenco Estándar,Actor Muy Prolífico
502,Knock Warlock,15,Cuba Olivier,6,28,Elenco Estándar,Actor Promedio
502,Knock Warlock,34,Audrey Olivier,6,25,Elenco Estándar,Actor Promedio
502,Knock Warlock,57,Jude Cruise,6,30,Elenco Estándar,Actor Promedio
502,Knock Warlock,42,Tom Miranda,6,27,Elenco Estándar,Actor Promedio
503,Kramer Chocolate,16,Fred Costner,8,27,Elenco Estándar,Actor Promedio
503,Kramer Chocolate,45,Reese Kilmer,8,32,Elenco Estándar,Actor Muy Prolífico
503,Kramer Chocolate,74,Milla Keitel,8,28,Elenco Estándar,Actor Promedio
503,Kramer Chocolate,27,Julia Mcqueen,8,33,Elenco Estándar,Actor Muy Prolífico
503,Kramer Chocolate,5,Johnny Lollobrigida,8,29,Elenco Estándar,Actor Promedio
503,Kramer Chocolate,6,Bette Nicholson,8,20,Elenco Estándar,Actor Promedio
503,Kramer Chocolate,82,Woody Jolie,8,31,Elenco Estándar,Actor Muy Prolífico
503,Kramer Chocolate,123,Julianne Dench,8,32,Elenco Estándar,Actor Muy Prolífico
504,Kwai Homeward,144,Angela Witherspoon,5,35,Elenco Estándar,Actor Muy Prolífico
504,Kwai Homeward,156,Fay Wood,5,22,Elenco Estándar,Actor Promedio
504,Kwai Homeward,142,Jada Ryder,5,31,Elenco Estándar,Actor Muy Prolífico
504,Kwai Homeward,50,Natalie Hopkins,5,32,Elenco Estándar,Actor Muy Prolífico
504,Kwai Homeward,70,Michelle Mcconaughey,5,23,Elenco Estándar,Actor Promedio
505,Labyrinth League,92,Kirsten Akroyd,6,34,Elenco Estándar,Actor Muy Prolífico
505,Labyrinth League,42,Tom Miranda,6,27,Elenco Estándar,Actor Promedio
505,Labyrinth League,78,Groucho Sinatra,6,26,Elenco Estándar,Actor Promedio
505,Labyrinth League,81,Scarlett Damon,6,36,Elenco Estándar,Actor Muy Prolífico
505,Labyrinth League,169,Kenneth Hoffman,6,29,Elenco Estándar,Actor Promedio
505,Labyrinth League,106,Groucho Dunst,6,35,Elenco Estándar,Actor Muy Prolífico
506,Lady Stage,180,Jeff Silverstone,8,25,Elenco Estándar,Actor Promedio
506,Lady Stage,115,Harrison Bale,8,28,Elenco Estándar,Actor Promedio
506,Lady Stage,104,Penelope Cronyn,8,31,Elenco Estándar,Actor Muy Prolífico
506,Lady Stage,188,Rock Dukakis,8,30,Elenco Estándar,Actor Promedio
506,Lady Stage,1,Penelope Guiness,8,19,Elenco Estándar,Actor Promedio
506,Lady Stage,64,Ray Johansson,8,30,Elenco Estándar,Actor Promedio
506,Lady Stage,48,Frances Day-Lewis,8,26,Elenco Estándar,Actor Promedio
506,Lady Stage,49,Anne Cronyn,8,27,Elenco Estándar,Actor Promedio
507,Ladybugs Armageddon,21,Kirsten Paltrow,4,27,Elenco Estándar,Actor Promedio
507,Ladybugs Armageddon,130,Greta Keitel,4,27,Elenco Estándar,Actor Promedio
507,Ladybugs Armageddon,181,Matthew Carrey,4,39,Elenco Estándar,Actor Muy Prolífico
507,Ladybugs Armageddon,108,Warren Nolte,4,34,Elenco Estándar,Actor Muy Prolífico
508,Lambs Cincinatti,102,Walter Torn,15,41,Mega Elenco,Actor Muy Prolífico
508,Lambs Cincinatti,138,Lucille Dee,15,24,Mega Elenco,Actor Promedio
508,Lambs Cincinatti,170,Mena Hopper,15,24,Mega Elenco,Actor Promedio
508,Lambs Cincinatti,150,Jayne Nolte,15,34,Mega Elenco,Actor Muy Prolífico
508,Lambs Cincinatti,111,Cameron Zellweger,15,33,Mega Elenco,Actor Muy Prolífico
508,Lambs Cincinatti,186,Julia Zellweger,15,16,Mega Elenco,Actor Promedio
508,Lambs Cincinatti,147,Fay Winslet,15,31,Mega Elenco,Actor Muy Prolífico
508,Lambs Cincinatti,53,Mena Temple,15,30,Mega Elenco,Actor Promedio
508,Lambs Cincinatti,28,Woody Hoffman,15,31,Mega Elenco,Actor Muy Prolífico
508,Lambs Cincinatti,75,Burt Posey,15,24,Mega Elenco,Actor Promedio
508,Lambs Cincinatti,47,Julia Barrymore,15,24,Mega Elenco,Actor Promedio
508,Lambs Cincinatti,45,Reese Kilmer,15,32,Mega Elenco,Actor Muy Prolífico
508,Lambs Cincinatti,37,Val Bolger,15,35,Mega Elenco,Actor Muy Prolífico
508,Lambs Cincinatti,61,Christian Neeson,15,25,Mega Elenco,Actor Promedio
508,Lambs Cincinatti,81,Scarlett Damon,15,36,Mega Elenco,Actor Muy Prolífico
509,Language Cowboy,1,Penelope Guiness,6,19,Elenco Estándar,Actor Promedio
509,Language Cowboy,91,Christopher Berry,6,20,Elenco Estándar,Actor Promedio
509,Language Cowboy,6,Bette Nicholson,6,20,Elenco Estándar,Actor Promedio
509,Language Cowboy,189,Cuba Birch,6,24,Elenco Estándar,Actor Promedio
509,Language Cowboy,140,Whoopi Hurt,6,32,Elenco Estándar,Actor Muy Prolífico
509,Language Cowboy,119,Warren Jackman,6,32,Elenco Estándar,Actor Muy Prolífico
510,Lawless Vision,185,Michael Bolger,4,30,Elenco Estándar,Actor Promedio
510,Lawless Vision,19,Bob Fawcett,4,25,Elenco Estándar,Actor Promedio
510,Lawless Vision,9,Joe Swank,4,25,Elenco Estándar,Actor Promedio
510,Lawless Vision,54,Penelope Pinkett,4,25,Elenco Estándar,Actor Promedio
511,Lawrence Love,91,Christopher Berry,2,20,Elenco Estándar,Actor Promedio
511,Lawrence Love,101,Susan Davis,2,33,Elenco Estándar,Actor Muy Prolífico
512,League Hellfighters,189,Cuba Birch,6,24,Elenco Estándar,Actor Promedio
512,League Hellfighters,146,Albert Johansson,6,33,Elenco Estándar,Actor Muy Prolífico
512,League Hellfighters,99,Jim Mostel,6,26,Elenco Estándar,Actor Promedio
512,League Hellfighters,94,Kenneth Torn,6,33,Elenco Estándar,Actor Muy Prolífico
512,League Hellfighters,67,Jessica Bailey,6,23,Elenco Estándar,Actor Promedio
512,League Hellfighters,92,Kirsten Akroyd,6,34,Elenco Estándar,Actor Muy Prolífico
513,Leathernecks Dwarfs,19,Bob Fawcett,7,25,Elenco Estándar,Actor Promedio
513,Leathernecks Dwarfs,13,Uma Wood,7,35,Elenco Estándar,Actor Muy Prolífico
513,Leathernecks Dwarfs,12,Karl Berry,7,31,Elenco Estándar,Actor Muy Prolífico
513,Leathernecks Dwarfs,110,Susan Davis,7,21,Elenco Estándar,Actor Promedio
513,Leathernecks Dwarfs,155,Ian Tandy,7,31,Elenco Estándar,Actor Muy Prolífico
513,Leathernecks Dwarfs,120,Penelope Monroe,7,27,Elenco Estándar,Actor Promedio
513,Leathernecks Dwarfs,100,Spencer Depp,7,24,Elenco Estándar,Actor Promedio
514,Lebowski Soldiers,146,Albert Johansson,3,33,Elenco Estándar,Actor Muy Prolífico
514,Lebowski Soldiers,133,Richard Penn,3,30,Elenco Estándar,Actor Promedio
514,Lebowski Soldiers,9,Joe Swank,3,25,Elenco Estándar,Actor Promedio
515,Legally Secretary,24,Cameron Streep,6,24,Elenco Estándar,Actor Promedio
515,Legally Secretary,52,Carmen Hunt,6,26,Elenco Estándar,Actor Promedio
515,Legally Secretary,13,Uma Wood,6,35,Elenco Estándar,Actor Muy Prolífico
515,Legally Secretary,17,Helen Voight,6,32,Elenco Estándar,Actor Muy Prolífico
515,Legally Secretary,196,Bela Walken,6,30,Elenco Estándar,Actor Promedio
515,Legally Secretary,131,Jane Jackman,6,25,Elenco Estándar,Actor Promedio
516,Legend Jedi,128,Cate Mcqueen,4,30,Elenco Estándar,Actor Promedio
516,Legend Jedi,104,Penelope Cronyn,4,31,Elenco Estándar,Actor Muy Prolífico
516,Legend Jedi,38,Tom Mckellen,4,25,Elenco Estándar,Actor Promedio
516,Legend Jedi,65,Angela Hudson,4,34,Elenco Estándar,Actor Muy Prolífico
517,Lesson Cleopatra,52,Carmen Hunt,12,26,Elenco Grande,Actor Promedio
517,Lesson Cleopatra,94,Kenneth Torn,12,33,Elenco Grande,Actor Muy Prolífico
517,Lesson Cleopatra,6,Bette Nicholson,12,20,Elenco Grande,Actor Promedio
517,Lesson Cleopatra,65,Angela Hudson,12,34,Elenco Grande,Actor Muy Prolífico
517,Lesson Cleopatra,63,Cameron Wray,12,19,Elenco Grande,Actor Promedio
517,Lesson Cleopatra,102,Walter Torn,12,41,Elenco Grande,Actor Muy Prolífico
517,Lesson Cleopatra,188,Rock Dukakis,12,30,Elenco Grande,Actor Promedio
517,Lesson Cleopatra,108,Warren Nolte,12,34,Elenco Grande,Actor Muy Prolífico
517,Lesson Cleopatra,178,Lisa Monroe,12,23,Elenco Grande,Actor Promedio
517,Lesson Cleopatra,121,Liza Bergman,12,25,Elenco Grande,Actor Promedio
517,Lesson Cleopatra,176,Jon Chase,12,29,Elenco Grande,Actor Promedio
517,Lesson Cleopatra,118,Cuba Allen,12,25,Elenco Grande,Actor Promedio
518,Liaisons Sweet,185,Michael Bolger,6,30,Elenco Estándar,Actor Promedio
518,Liaisons Sweet,156,Fay Wood,6,22,Elenco Estándar,Actor Promedio
518,Liaisons Sweet,97,Meg Hawke,6,27,Elenco Estándar,Actor Promedio
518,Liaisons Sweet,53,Mena Temple,6,30,Elenco Estándar,Actor Promedio
518,Liaisons Sweet,61,Christian Neeson,6,25,Elenco Estándar,Actor Promedio
518,Liaisons Sweet,2,Nick Wahlberg,6,25,Elenco Estándar,Actor Promedio
519,Liberty Magnificent,6,Bette Nicholson,7,20,Elenco Estándar,Actor Promedio
519,Liberty Magnificent,61,Christian Neeson,7,25,Elenco Estándar,Actor Promedio
519,Liberty Magnificent,83,Ben Willis,7,33,Elenco Estándar,Actor Muy Prolífico
519,Liberty Magnificent,86,Greg Chaplin,7,27,Elenco Estándar,Actor Promedio
519,Liberty Magnificent,29,Alec Wayne,7,29,Elenco Estándar,Actor Promedio
519,Liberty Magnificent,168,Will Wilson,7,31,Elenco Estándar,Actor Muy Prolífico
519,Liberty Magnificent,189,Cuba Birch,7,24,Elenco Estándar,Actor Promedio
520,License Weekend,107,Gina Degeneres,8,42,Elenco Estándar,Actor Muy Prolífico
520,License Weekend,129,Daryl Crawford,8,30,Elenco Estándar,Actor Promedio
520,License Weekend,183,Russell Close,8,19,Elenco Estándar,Actor Promedio
520,License Weekend,90,Sean Guiness,8,33,Elenco Estándar,Actor Muy Prolífico
520,License Weekend,50,Natalie Hopkins,8,32,Elenco Estándar,Actor Muy Prolífico
520,License Weekend,86,Greg Chaplin,8,27,Elenco Estándar,Actor Promedio
520,License Weekend,78,Groucho Sinatra,8,26,Elenco Estándar,Actor Promedio
520,License Weekend,195,Jayne Silverstone,8,27,Elenco Estándar,Actor Promedio
521,Lies Treatment,102,Walter Torn,7,41,Elenco Estándar,Actor Muy Prolífico
521,Lies Treatment,176,Jon Chase,7,29,Elenco Estándar,Actor Promedio
521,Lies Treatment,119,Warren Jackman,7,32,Elenco Estándar,Actor Muy Prolífico
521,Lies Treatment,40,Johnny Cage,7,29,Elenco Estándar,Actor Promedio
521,Lies Treatment,94,Kenneth Torn,7,33,Elenco Estándar,Actor Muy Prolífico
521,Lies Treatment,17,Helen Voight,7,32,Elenco Estándar,Actor Muy Prolífico
521,Lies Treatment,56,Dan Harris,7,28,Elenco Estándar,Actor Promedio
522,Life Twisted,95,Daryl Wahlberg,8,31,Elenco Estándar,Actor Muy Prolífico
522,Life Twisted,13,Uma Wood,8,35,Elenco Estándar,Actor Muy Prolífico
522,Life Twisted,10,Christian Gable,8,22,Elenco Estándar,Actor Promedio
522,Life Twisted,85,Minnie Zellweger,8,31,Elenco Estándar,Actor Muy Prolífico
522,Life Twisted,197,Reese West,8,33,Elenco Estándar,Actor Muy Prolífico
522,Life Twisted,181,Matthew Carrey,8,39,Elenco Estándar,Actor Muy Prolífico
522,Life Twisted,177,Gene Mckellen,8,27,Elenco Estándar,Actor Promedio
522,Life Twisted,163,Christopher West,8,21,Elenco Estándar,Actor Promedio
523,Lights Deer,32,Tim Hackman,2,23,Elenco Estándar,Actor Promedio
523,Lights Deer,8,Matthew Johansson,2,20,Elenco Estándar,Actor Promedio
524,Lion Uncut,13,Uma Wood,3,35,Elenco Estándar,Actor Muy Prolífico
524,Lion Uncut,54,Penelope Pinkett,3,25,Elenco Estándar,Actor Promedio
524,Lion Uncut,196,Bela Walken,3,30,Elenco Estándar,Actor Promedio
525,Loathing Legally,113,Morgan Hopkins,5,27,Elenco Estándar,Actor Promedio
525,Loathing Legally,110,Susan Davis,5,21,Elenco Estándar,Actor Promedio
525,Loathing Legally,130,Greta Keitel,5,27,Elenco Estándar,Actor Promedio
525,Loathing Legally,51,Gary Phoenix,5,25,Elenco Estándar,Actor Promedio
525,Loathing Legally,34,Audrey Olivier,5,25,Elenco Estándar,Actor Promedio
526,Lock Rear,102,Walter Torn,2,41,Elenco Estándar,Actor Muy Prolífico
526,Lock Rear,161,Harvey Hope,2,32,Elenco Estándar,Actor Muy Prolífico
527,Lola Agent,151,Geoffrey Heston,6,26,Elenco Estándar,Actor Promedio
527,Lola Agent,145,Kim Allen,6,28,Elenco Estándar,Actor Promedio
527,Lola Agent,81,Scarlett Damon,6,36,Elenco Estándar,Actor Muy Prolífico
527,Lola Agent,82,Woody Jolie,6,31,Elenco Estándar,Actor Muy Prolífico
527,Lola Agent,20,Lucille Tracy,6,30,Elenco Estándar,Actor Promedio
527,Lola Agent,42,Tom Miranda,6,27,Elenco Estándar,Actor Promedio
528,Lolita World,13,Uma Wood,1,35,Elenco Estándar,Actor Muy Prolífico
529,Lonely Elephant,90,Sean Guiness,12,33,Elenco Grande,Actor Muy Prolífico
529,Lonely Elephant,37,Val Bolger,12,35,Elenco Grande,Actor Muy Prolífico
529,Lonely Elephant,26,Rip Crawford,12,33,Elenco Grande,Actor Muy Prolífico
529,Lonely Elephant,84,James Pitt,12,31,Elenco Grande,Actor Muy Prolífico
529,Lonely Elephant,83,Ben Willis,12,33,Elenco Grande,Actor Muy Prolífico
529,Lonely Elephant,69,Kenneth Paltrow,12,21,Elenco Grande,Actor Promedio
529,Lonely Elephant,89,Charlize Dench,12,24,Elenco Grande,Actor Promedio
529,Lonely Elephant,172,Groucho Williams,12,25,Elenco Grande,Actor Promedio
529,Lonely Elephant,102,Walter Torn,12,41,Elenco Grande,Actor Muy Prolífico
529,Lonely Elephant,173,Alan Dreyfuss,12,27,Elenco Grande,Actor Promedio
529,Lonely Elephant,188,Rock Dukakis,12,30,Elenco Grande,Actor Promedio
529,Lonely Elephant,139,Ewan Gooding,12,33,Elenco Grande,Actor Muy Prolífico
530,Lord Arizona,123,Julianne Dench,6,32,Elenco Estándar,Actor Muy Prolífico
530,Lord Arizona,137,Morgan Williams,6,27,Elenco Estándar,Actor Promedio
530,Lord Arizona,105,Sidney Crowe,6,34,Elenco Estándar,Actor Muy Prolífico
530,Lord Arizona,78,Groucho Sinatra,6,26,Elenco Estándar,Actor Promedio
530,Lord Arizona,10,Christian Gable,6,22,Elenco Estándar,Actor Promedio
530,Lord Arizona,21,Kirsten Paltrow,6,27,Elenco Estándar,Actor Promedio
531,Lose Inch,20,Lucille Tracy,4,30,Elenco Estándar,Actor Promedio
531,Lose Inch,194,Meryl Allen,4,22,Elenco Estándar,Actor Promedio
531,Lose Inch,197,Reese West,4,33,Elenco Estándar,Actor Muy Prolífico
531,Lose Inch,115,Harrison Bale,4,28,Elenco Estándar,Actor Promedio
532,Loser Hustler,158,Vivien Basinger,5,35,Elenco Estándar,Actor Muy Prolífico
532,Loser Hustler,11,Zero Cage,5,25,Elenco Estándar,Actor Promedio
532,Loser Hustler,28,Woody Hoffman,5,31,Elenco Estándar,Actor Muy Prolífico
532,Loser Hustler,8,Matthew Johansson,5,20,Elenco Estándar,Actor Promedio
532,Loser Hustler,71,Adam Grant,5,18,Elenco Estándar,Actor Promedio
533,Lost Bird,94,Kenneth Torn,3,33,Elenco Estándar,Actor Muy Prolífico
533,Lost Bird,43,Kirk Jovovich,3,26,Elenco Estándar,Actor Promedio
533,Lost Bird,189,Cuba Birch,3,24,Elenco Estándar,Actor Promedio
534,Louisiana Harry,107,Gina Degeneres,3,42,Elenco Estándar,Actor Muy Prolífico
534,Louisiana Harry,60,Henry Berry,3,35,Elenco Estándar,Actor Muy Prolífico
534,Louisiana Harry,195,Jayne Silverstone,3,27,Elenco Estándar,Actor Promedio
535,Love Suicides,157,Greta Malden,4,32,Elenco Estándar,Actor Muy Prolífico
535,Love Suicides,61,Christian Neeson,4,25,Elenco Estándar,Actor Promedio
535,Love Suicides,42,Tom Miranda,4,27,Elenco Estándar,Actor Promedio
535,Love Suicides,5,Johnny Lollobrigida,4,29,Elenco Estándar,Actor Promedio
536,Lovely Jingle,22,Elvis Marx,6,26,Elenco Estándar,Actor Promedio
536,Lovely Jingle,18,Dan Torn,6,22,Elenco Estándar,Actor Promedio
536,Lovely Jingle,23,Sandra Kilmer,6,37,Elenco Estándar,Actor Muy Prolífico
536,Lovely Jingle,14,Vivien Bergen,6,30,Elenco Estándar,Actor Promedio
536,Lovely Jingle,198,Mary Keitel,6,40,Elenco Estándar,Actor Muy Prolífico
536,Lovely Jingle,153,Minnie Kilmer,6,20,Elenco Estándar,Actor Promedio
537,Lover Truman,178,Lisa Monroe,7,23,Elenco Estándar,Actor Promedio
537,Lover Truman,170,Mena Hopper,7,24,Elenco Estándar,Actor Promedio
537,Lover Truman,61,Christian Neeson,7,25,Elenco Estándar,Actor Promedio
537,Lover Truman,45,Reese Kilmer,7,32,Elenco Estándar,Actor Muy Prolífico
537,Lover Truman,74,Milla Keitel,7,28,Elenco Estándar,Actor Promedio
537,Lover Truman,14,Vivien Bergen,7,30,Elenco Estándar,Actor Promedio
537,Lover Truman,200,Thora Temple,7,20,Elenco Estándar,Actor Promedio
538,Loverboy Attacks,200,Thora Temple,9,20,Elenco Estándar,Actor Promedio
538,Loverboy Attacks,172,Groucho Williams,9,25,Elenco Estándar,Actor Promedio
538,Loverboy Attacks,114,Morgan Mcdormand,9,25,Elenco Estándar,Actor Promedio
538,Loverboy Attacks,187,Renee Ball,9,33,Elenco Estándar,Actor Muy Prolífico
538,Loverboy Attacks,132,Adam Hopper,9,22,Elenco Estándar,Actor Promedio
538,Loverboy Attacks,77,Cary Mcconaughey,9,24,Elenco Estándar,Actor Promedio
538,Loverboy Attacks,25,Kevin Bloom,9,21,Elenco Estándar,Actor Promedio
538,Loverboy Attacks,20,Lucille Tracy,9,30,Elenco Estándar,Actor Promedio
538,Loverboy Attacks,46,Parker Goldberg,9,24,Elenco Estándar,Actor Promedio
539,Luck Opus,3,Ed Chase,6,22,Elenco Estándar,Actor Promedio
539,Luck Opus,124,Scarlett Bening,6,26,Elenco Estándar,Actor Promedio
539,Luck Opus,131,Jane Jackman,6,25,Elenco Estándar,Actor Promedio
539,Luck Opus,110,Susan Davis,6,21,Elenco Estándar,Actor Promedio
539,Luck Opus,181,Matthew Carrey,6,39,Elenco Estándar,Actor Muy Prolífico
539,Luck Opus,151,Geoffrey Heston,6,26,Elenco Estándar,Actor Promedio
540,Lucky Flying,142,Jada Ryder,10,31,Elenco Grande,Actor Muy Prolífico
540,Lucky Flying,99,Jim Mostel,10,26,Elenco Grande,Actor Promedio
540,Lucky Flying,144,Angela Witherspoon,10,35,Elenco Grande,Actor Muy Prolífico
540,Lucky Flying,139,Ewan Gooding,10,33,Elenco Grande,Actor Muy Prolífico
540,Lucky Flying,2,Nick Wahlberg,10,25,Elenco Grande,Actor Promedio
540,Lucky Flying,46,Parker Goldberg,10,24,Elenco Grande,Actor Promedio
540,Lucky Flying,12,Karl Berry,10,31,Elenco Grande,Actor Muy Prolífico
540,Lucky Flying,27,Julia Mcqueen,10,33,Elenco Grande,Actor Muy Prolífico
540,Lucky Flying,84,James Pitt,10,31,Elenco Grande,Actor Muy Prolífico
540,Lucky Flying,94,Kenneth Torn,10,33,Elenco Grande,Actor Muy Prolífico
541,Luke Mummy,15,Cuba Olivier,9,28,Elenco Estándar,Actor Promedio
541,Luke Mummy,75,Burt Posey,9,24,Elenco Estándar,Actor Promedio
541,Luke Mummy,65,Angela Hudson,9,34,Elenco Estándar,Actor Muy Prolífico
541,Luke Mummy,58,Christian Akroyd,9,32,Elenco Estándar,Actor Muy Prolífico
541,Luke Mummy,199,Julia Fawcett,9,15,Elenco Estándar,Actor Promedio
541,Luke Mummy,196,Bela Walken,9,30,Elenco Estándar,Actor Promedio
541,Luke Mummy,198,Mary Keitel,9,40,Elenco Estándar,Actor Muy Prolífico
541,Luke Mummy,192,John Suvari,9,29,Elenco Estándar,Actor Promedio
541,Luke Mummy,135,Rita Reynolds,9,20,Elenco Estándar,Actor Promedio
542,Lust Lock,181,Matthew Carrey,7,39,Elenco Estándar,Actor Muy Prolífico
542,Lust Lock,122,Salma Nolte,7,25,Elenco Estándar,Actor Promedio
542,Lust Lock,136,Ed Mansfield,7,32,Elenco Estándar,Actor Muy Prolífico
542,Lust Lock,150,Jayne Nolte,7,34,Elenco Estándar,Actor Muy Prolífico
542,Lust Lock,89,Charlize Dench,7,24,Elenco Estándar,Actor Promedio
542,Lust Lock,90,Sean Guiness,7,33,Elenco Estándar,Actor Muy Prolífico
542,Lust Lock,49,Anne Cronyn,7,27,Elenco Estándar,Actor Promedio
543,Madigan Dorado,64,Ray Johansson,6,30,Elenco Estándar,Actor Promedio
543,Madigan Dorado,74,Milla Keitel,6,28,Elenco Estándar,Actor Promedio
543,Madigan Dorado,85,Minnie Zellweger,6,31,Elenco Estándar,Actor Muy Prolífico
543,Madigan Dorado,92,Kirsten Akroyd,6,34,Elenco Estándar,Actor Muy Prolífico
543,Madigan Dorado,176,Jon Chase,6,29,Elenco Estándar,Actor Promedio
543,Madigan Dorado,177,Gene Mckellen,6,27,Elenco Estándar,Actor Promedio
544,Madison Trap,102,Walter Torn,5,41,Elenco Estándar,Actor Muy Prolífico
544,Madison Trap,41,Jodie Degeneres,5,29,Elenco Estándar,Actor Promedio
544,Madison Trap,26,Rip Crawford,5,33,Elenco Estándar,Actor Muy Prolífico
544,Madison Trap,200,Thora Temple,5,20,Elenco Estándar,Actor Promedio
544,Madison Trap,191,Gregory Gooding,5,30,Elenco Estándar,Actor Promedio
545,Madness Attacks,198,Mary Keitel,7,40,Elenco Estándar,Actor Muy Prolífico
545,Madness Attacks,110,Susan Davis,7,21,Elenco Estándar,Actor Promedio
545,Madness Attacks,164,Humphrey Willis,7,26,Elenco Estándar,Actor Promedio
545,Madness Attacks,126,Frances Tomei,7,23,Elenco Estándar,Actor Promedio
545,Madness Attacks,81,Scarlett Damon,7,36,Elenco Estándar,Actor Muy Prolífico
545,Madness Attacks,48,Frances Day-Lewis,7,26,Elenco Estándar,Actor Promedio
